id,texto
129,"Bob Marley foi um cantor, compositor e músico jamaicano. Considerado um dos pioneiros do reggae, sua carreira musical foi marcada pela fusão de elementos do reggae, ska e rocksteady, bem como por seu estilo vocal e de composição distintos."
130,"Led Zeppelin foi uma banda de rock inglesa formada em Londres em 1968. O grupo consistia no vocalista Robert Plant, no guitarrista Jimmy Page, no baixista/tecladista John Paul Jones e no baterista John Bonham. O som pesado e impulsionado pela guitarra da banda os levou a serem citados como um dos progenitores do heavy metal."
131,"Pink Floyd foi uma banda de rock inglesa formada em Londres em 1965. Ganhando seguidores como uma banda de rock psicodélico, eles se distinguiram por suas composições estendidas, experimentação sônica, letras filosóficas e shows ao vivo elaborados, e se tornaram uma banda líder do gênero rock progressivo."
132,"Michael Jackson foi um cantor, compositor e dançarino americano. Apelidado de 'Rei do Pop', ele é considerado uma das figuras culturais mais significativas do século XX. Suas contribuições para a música, dança e moda o tornaram uma figura global na cultura popular por mais de quatro décadas."
133,"O Egito, oficialmente a República Árabe do Egito, é um país transcontinental que abrange o canto nordeste da África e o canto sudoeste da Ásia por uma ponte de terra formada pela Península do Sinai. O Egito é uma das civilizações mais antigas do mundo, com uma história que remonta a milênios."
134,"A Austrália, oficialmente a Comunidade da Austrália, é um país soberano que compreende o continente da Austrália, a ilha da Tasmânia e numerosas ilhas menores. É o maior país da Oceania e o sexto maior país do mundo em área total."
135,"O Canadá é um país na parte norte da América do Norte. Suas dez províncias e três territórios se estendem do Atlântico ao Pacífico e para o norte no Oceano Ártico, cobrindo 9,98 milhões de quilômetros quadrados, tornando-o o segundo maior país do mundo em área total."
136,"A Argentina, oficialmente a República Argentina, é um país localizado principalmente na metade sul da América do Sul. Compartilhando a maior parte do Cone Sul com seu vizinho Chile a oeste, o país também faz fronteira com a Bolívia e o Paraguai ao norte, o Brasil a nordeste e o Uruguai e o Oceano Atlântico Sul a leste."
137,"A África do Sul, oficialmente a República da África do Sul, é o país mais ao sul da África. Com mais de 60 milhões de pessoas, é o 23º país mais populoso do mundo e cobre uma área de 1.221.037 quilômetros quadrados. O país é famoso por sua história do apartheid, um sistema de segregação racial institucionalizada."
138,"A Itália, oficialmente a República Italiana, é um país que consiste em uma península delimitada pelos Alpes e várias ilhas que a cercam. A Itália está localizada no meio do Mar Mediterrâneo, no sul da Europa, e também é considerada parte da Europa Ocidental. É famosa por sua culinária, arte, cultura e história antiga."
139,"A Alemanha, oficialmente a República Federal da Alemanha, é um país na Europa Central e Ocidental. É o segundo país mais populoso da Europa, depois da Rússia, e o estado membro mais populoso da União Europeia. A Alemanha é conhecida por sua história rica, engenharia de precisão e contribuições para a filosofia e as artes."
140,"A Espanha, oficialmente o Reino da Espanha, é um país no sudoeste da Europa com alguns bolsões de território no Estreito de Gibraltar e no Oceano Atlântico. Seu território continental está situado na Península Ibérica. É famosa pela cultura do flamenco, touradas e praias ensolaradas."
141,"O México, oficialmente os Estados Unidos Mexicanos, é um país na parte sul da América do Norte. Faz fronteira ao norte com os Estados Unidos; ao sul e oeste pelo Oceano Pacífico; ao sudeste pela Guatemala, Belize e o Mar do Caribe; e a leste pelo Golfo do México. É famoso por suas antigas ruínas, como Teotihuacan e a cidade maia de Chichén Itzá."
142,"Paris é a capital e a cidade mais populosa da França. É uma das principais cidades da Europa e um centro global de arte, moda, gastronomia e cultura. Sua paisagem urbana do século XIX é atravessada por largas avenidas e pelo rio Sena. Além de marcos como a Torre Eiffel e a Catedral de Notre-Dame, a cidade é conhecida por sua cultura de cafés e boutiques de grife."
143,"Londres é a capital e a maior cidade da Inglaterra e do Reino Unido. A cidade fica no rio Tâmisa, no sudeste da Inglaterra. Londres é considerada uma das cidades mais importantes do mundo e tem uma influência considerável em artes, comércio, educação, entretenimento, moda, finanças, saúde, mídia, serviços profissionais, pesquisa e desenvolvimento, turismo e transporte."
144,"A cidade de Nova Iorque, muitas vezes chamada de New York City ou simplesmente NYC, é a cidade mais populosa dos Estados Unidos. Localizada na ponta sul do estado de Nova Iorque, a cidade é o centro da área metropolitana de Nova Iorque, a maior área metropolitana do mundo em massa de terra urbana. É um centro global de finanças, cultura, mídia e entretenimento."
145,"Tóquio, oficialmente a Metrópole de Tóquio, é a capital e a maior cidade do Japão. Sua área metropolitana é a mais populosa do mundo, com uma população estimada de 37,4 milhões de residentes. A cidade é conhecida por sua mistura de arquitetura ultramoderna e templos históricos."
146,"São Paulo é um município brasileiro, capital do estado de mesmo nome e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano, da lusofonia e de todo o hemisfério sul. É conhecida por sua vibrante cena cultural e gastronômica."
147,"O Rio de Janeiro é um município brasileiro, capital do estado homônimo, situado no Sudeste do país. É a segunda maior cidade do Brasil, depois de São Paulo. A cidade é famosa por suas praias, como Copacabana e Ipanema, pelo Pão de Açúcar e pela estátua do Cristo Redentor."
148,"Roma é a capital da Itália e uma comuna especial. Roma também serve como a capital da região do Lácio. Com 2.872.800 residentes em 1.285 km², é também a comuna mais populosa do país. É a terceira cidade mais populosa da União Europeia em população dentro dos limites da cidade. É famosa por marcos como o Coliseu, o Fórum Romano e a Cidade do Vaticano."
149,"Berlim é a capital e a maior cidade da Alemanha em área e população. Seus 3,7 milhões de habitantes a tornam a cidade mais populosa da União Europeia. Berlim é conhecida por sua rica história, evidenciada em marcos como o Portão de Brandemburgo e os remanescentes do Muro de Berlim."
150,"Cairo é a capital do Egito e a maior cidade do mundo árabe. Sua área metropolitana, com uma população de mais de 21,3 milhões, é a maior da África, do mundo árabe e do Oriente Médio, e a 6ª maior do mundo em população. O Cairo está associado ao Egito Antigo, pois o famoso complexo de pirâmides de Gizé e a antiga cidade de Mênfis estão localizados em sua área geográfica."
151,"A Grande Muralha da China é uma série de fortificações feitas de pedra, tijolo, terra compactada, madeira e outros materiais, construída ao longo de uma linha leste-oeste através das fronteiras históricas do norte da China para proteger os estados e impérios chineses contra as invasões de vários grupos nômades."
152,"O Coliseu é um anfiteatro oval no centro da cidade de Roma, Itália, a leste do Fórum Romano. É o maior anfiteatro antigo já construído, e ainda é o maior anfiteatro do mundo hoje, apesar de sua idade. A construção começou sob o imperador Vespasiano em 72 d.C. e foi concluída em 80 d.C. sob seu sucessor e herdeiro, Tito."
153,"A Torre Eiffel é uma torre de treliça de ferro forjado no Champ de Mars, em Paris, França. Recebeu o nome do engenheiro Gustave Eiffel, cuja empresa projetou e construiu a torre. Construída de 1887 a 1889 como a entrada para a Exposição Universal de 1889, foi inicialmente criticada por alguns dos principais artistas e intelectuais da França por seu design."
154,"A Estátua da Liberdade é uma colossal escultura neoclássica na Ilha da Liberdade, no porto de Nova Iorque, na cidade de Nova Iorque, nos Estados Unidos. A estátua de cobre, um presente do povo da França para o povo dos Estados Unidos, foi projetada pelo escultor francês Frédéric Auguste Bartholdi e sua estrutura metálica foi construída por Gustave Eiffel."
155,"Machu Picchu é uma cidadela inca do século XV, situada em uma cordilheira a 2.430 metros acima do nível do mar. Está localizada na região de Cusco, província de Urubamba, distrito de Machupicchu, no Peru. É o ícone mais familiar da civilização inca e uma das Sete Maravilhas do Mundo Moderno."
156,"As pirâmides de Gizé são um complexo de monumentos antigos na necrópole de Gizé, no planalto de Gizé, nos arredores do Cairo, Egito. Inclui as três Grandes Pirâmides (Quéops, Quéfren e Miquerinos), a Grande Esfinge, vários cemitérios, uma vila de trabalhadores e um complexo industrial."
157,"O Grand Canyon é um cânion íngreme esculpido pelo rio Colorado no estado do Arizona, Estados Unidos. O Grand Canyon tem 446 km de comprimento, até 29 km de largura e atinge uma profundidade de mais de 1,8 km. É um dos marcos naturais mais famosos do mundo."
158,"A tectônica de placas é a teoria científica que descreve os movimentos de grande escala da litosfera da Terra. O modelo se baseia na teoria da deriva continental, que foi desenvolvida durante as primeiras décadas do século XX. A teoria explica que a crosta terrestre é dividida em várias placas que 'flutuam' sobre o manto."
159,"Um vulcão é uma ruptura na crosta de um objeto de massa planetária, como a Terra, que permite que lava quente, cinzas vulcânicas e gases escapem de uma câmara de magma abaixo da superfície. Os vulcões da Terra ocorrem porque sua crosta é dividida em 17 placas tectônicas rígidas que flutuam em uma camada mais quente e macia em seu manto."
160,"Um terremoto é o tremor da superfície da Terra resultante de uma liberação súbita de energia na litosfera da Terra que cria ondas sísmicas. A atividade sísmica de uma área refere-se à frequência, tipo e tamanho dos terremotos experimentados durante um período de tempo específico."
161,"Um tsunami é uma série de ondas em um corpo de água causado pelo deslocamento de um grande volume de água, geralmente em um oceano ou um grande lago. Terremotos, erupções vulcânicas e outras explosões subaquáticas têm o potencial de gerar um tsunami."
162,"Uma aurora polar é uma exibição de luz natural no céu da Terra, predominantemente vista nas regiões de alta latitude (ao redor do Ártico e da Antártida). As auroras são produzidas quando a magnetosfera é suficientemente perturbada pelo vento solar."
163,"O cachorro, ou cão doméstico, é um mamífero carnívoro da família dos canídeos, e o animal domesticado mais antigo. Sua ampla distribuição e estreita convivência com os humanos o tornaram um dos animais de estimação mais populares do mundo."
164,"O gato, ou gato doméstico, é um mamífero carnívoro da família dos felídeos. É uma das espécies de animais de estimação mais populares do mundo e existem dezenas de raças diferentes. Os gatos são conhecidos por sua agilidade, instintos de caça e comportamento independente."
165,"O tubarão é um grupo de peixes elasmobrânquios caracterizado por um esqueleto cartilaginoso, cinco a sete fendas branquiais nas laterais da cabeça e nadadeiras peitorais que não são fundidas à cabeça. Os tubarões modernos são classificados dentro do clado Selachimorpha (ou Selachii)."
166,"A águia é o nome comum dado a algumas aves de rapina de grande porte da família Accipitridae. As águias não são um grupo natural, mas denotam qualquer ave de rapina grande o suficiente para caçar vertebrados de tamanho considerável. São conhecidas por sua visão aguçada e voo poderoso."
167,"Os pinguins são um grupo de aves aquáticas que não voam. Vivem quase exclusivamente no Hemisfério Sul, com apenas uma espécie, o pinguim-de-galápagos, encontrada ao norte do equador. Altamente adaptados para a vida na água, os pinguins têm plumagem escura e branca para camuflagem e asas que evoluíram para nadadeiras."
168,"Um crocodilo é um grande réptil semiaquático que vive em regiões tropicais da África, Ásia, Américas e Austrália. Os crocodilos tendem a se congregar em habitats de água doce, como rios, lagos, pântanos e, às vezes, em água salobra e salgada. São predadores de emboscada, esperando que peixes ou animais terrestres se aproximem para atacar."
169,"O ornitorrinco é um mamífero semiaquático que põe ovos, endêmico da Austrália oriental. É uma das cinco espécies existentes de monotremados, os únicos mamíferos que põem ovos em vez de dar à luz filhotes vivos. Sua aparência incomum, com bico de pato, cauda de castor e pés com membranas, confundiu os naturalistas europeus quando foi descoberto."
170,"A orquídea é uma planta da família Orchidaceae, uma das maiores e mais diversas famílias de plantas com flores. Existem cerca de 28.000 espécies atualmente aceitas, distribuídas em cerca de 763 gêneros. São conhecidas por suas flores complexas e muitas vezes coloridas."
171,"O baobá é um gênero de oito espécies de árvores decíduas nativas de Madagascar, África continental e Austrália. O gênero é mais conhecido pela espécie Adansonia digitata, o baobá africano, notável por seu tronco extremamente grosso e inchado, que armazena água."
172,"As sequoias são as árvores mais altas da Terra. São nativas da costa do Pacífico da América do Norte. A espécie Sequoia sempervirens, ou sequoia-vermelha, pode atingir mais de 115 metros de altura e viver por mais de 2.000 anos."
173,"O girassol é uma planta anual do gênero Helianthus. É cultivada por suas sementes comestíveis e óleo. A planta tem uma grande inflorescência (cabeça de flor), e seu nome é derivado da forma e cor da cabeça, que é frequentemente usada para simbolizar o sol."
174,"A rosa é uma planta perene lenhosa do gênero Rosa, da família Rosaceae. Existem mais de trezentas espécies e dezenas de milhares de cultivares. Elas formam um grupo de plantas que podem ser arbustos eretos, trepadeiras ou rastejantes, com caules que são frequentemente armados com espinhos afiados."
175,A savana é um ecossistema de pastagem mista caracterizado por árvores suficientemente espaçadas para que o dossel não se feche. O dossel aberto permite que luz suficiente chegue ao solo para sustentar uma camada herbácea ininterrupta que consiste principalmente de gramíneas.
176,"A tundra é um tipo de bioma onde o crescimento de árvores é dificultado por baixas temperaturas e estações de crescimento curtas. O termo 'tundra' vem do russo, que significa 'planalto', 'terra alta sem árvores'. Existem três regiões de tundra: tundra ártica, tundra alpina e tundra antártica."
177,"A taiga, também conhecida como floresta boreal, é um bioma caracterizado por florestas de coníferas que consistem principalmente em pinheiros, abetos e lariços. A taiga é o maior bioma terrestre do mundo, estendendo-se por grande parte do Canadá, Alasca, Rússia, Escandinávia e outras regiões subárticas."
178,"O Cerrado é uma vasta ecorregião de savana tropical do Brasil, particularmente nos estados de Goiás, Mato Grosso do Sul, Mato Grosso, Tocantins, Minas Gerais e no Distrito Federal. A savana do Cerrado é a savana mais biodiversa do mundo, com uma alta diversidade de plantas e animais."
179,"A Caatinga é um tipo de vegetação de deserto com plantas xerófitas, que consiste em arbustos espinhosos e árvores resistentes à seca. Ocupa uma grande área no nordeste do Brasil e é o único bioma exclusivamente brasileiro."
180,"O Pantanal é uma região natural que abrange a maior área úmida tropical do mundo, e está localizada principalmente no estado brasileiro de Mato Grosso do Sul, mas se estende por Mato Grosso e porções da Bolívia e do Paraguai. É um dos ecossistemas mais ricos em biodiversidade do planeta."
181,"O Deserto do Atacama é um planalto desértico na América do Sul cobrindo uma faixa de 1.600 km na costa do Pacífico, a oeste da Cordilheira dos Andes. É o deserto não polar mais seco do mundo, além de ser o único deserto verdadeiro a receber menos precipitação do que os desertos polares."
182,"A metamorfose é um processo biológico pelo qual um animal se desenvolve fisicamente após o nascimento ou a eclosão, envolvendo uma mudança conspícua e relativamente abrupta na estrutura do corpo do animal através do crescimento e diferenciação celular. É comum em insetos e anfíbios."
183,A hibernação é um estado de inatividade metabólica e de baixa temperatura corporal em endotérmicos. A hibernação refere-se a um estado de 'sono' de inverno que alguns animais adotam como uma maneira de sobreviver a condições climáticas adversas e à escassez de alimentos.
184,"A migração animal é o movimento relativamente de longa distância de indivíduos, geralmente em uma base sazonal. É um fenômeno generalizado, encontrado em todos os principais grupos de animais, incluindo aves, mamíferos, peixes, répteis, anfíbios, insetos e crustáceos."
185,"O arroz é a semente da espécie de grama Oryza sativa (arroz asiático) ou, menos comumente, Oryza glaberrima (arroz africano). Como um grão de cereal, é o alimento básico mais amplamente consumido por uma grande parte da população humana do mundo, especialmente na Ásia e na África."
186,"O trigo é uma grama cultivada em todo o mundo por seu grão de cereal, que é um alimento básico mundial. Existem muitas espécies de trigo que juntas compõem o gênero Triticum; a mais amplamente cultivada é o trigo comum (T. aestivum)."
187,"O milho é um grão de cereal domesticado pela primeira vez por povos indígenas no sul do México há cerca de 10.000 anos. O caule frondoso da planta produz inflorescências polínicas e inflorescências ovuladas separadas chamadas espigas, que quando fertilizadas, desenvolvem grãos ou sementes, que são frutos."
188,"A batata é um tubérculo amiláceo da planta perene Solanum tuberosum. A palavra 'batata' pode se referir tanto à planta quanto ao tubérculo comestível. As batatas são o quarto maior cultivo alimentar do mundo, depois do milho, trigo e arroz."
189,"O café é uma bebida fermentada preparada a partir de grãos de café torrados, as sementes de bagas de certas espécies de Coffea. Os grãos são torrados e moídos e, em seguida, infundidos em água quente para produzir a bebida. É uma das bebidas mais populares do mundo."
190,"O vinho é uma bebida alcoólica tipicamente feita de uvas fermentadas. O fermento consome o açúcar nas uvas e o converte em etanol, dióxido de carbono e calor. Diferentes variedades de uvas e cepas de leveduras produzem diferentes estilos de vinho."
191,"A cerveja é uma das bebidas alcoólicas mais antigas e mais consumidas do mundo, e a terceira bebida mais popular em geral, depois da água e do chá. É produzida pela fermentação de amidos, principalmente derivados de grãos de cereais - mais comumente de cevada maltada, embora trigo, milho e arroz sejam amplamente utilizados."
192,"O chá é uma bebida aromática comumente preparada derramando água quente ou fervente sobre folhas curadas ou frescas da Camellia sinensis, uma sempre-viva nativa da Ásia Oriental. Depois da água, é a bebida mais consumida do mundo."
193,"O açúcar é o nome genérico para carboidratos solúveis de sabor doce, muitos dos quais são usados em alimentos. Os açúcares simples, também chamados de monossacarídeos, incluem glicose, frutose e galactose. O açúcar de mesa, ou sacarose, é um dissacarídeo, um polímero composto por dois monossacarídeos."
194,"Os Jogos Olímpicos são os principais eventos esportivos internacionais com competições de verão e inverno, nas quais milhares de atletas de todo o mundo participam de uma variedade de competições. Os Jogos Olímpicos são considerados a principal competição esportiva do mundo, com mais de 200 nações participantes."
195,"A Copa do Mundo FIFA é uma competição internacional de futebol disputada pelas seleções masculinas seniores dos membros da Fédération Internationale de Football Association (FIFA), o órgão regulador global do esporte. O torneio é realizado a cada quatro anos desde o torneio inaugural em 1930."
196,O tênis é um esporte de raquete que pode ser jogado individualmente contra um único oponente (simples) ou entre duas equipes de dois jogadores cada (duplas). Cada jogador usa uma raquete de tênis que é amarrada com corda para acertar uma bola de borracha oca coberta com feltro sobre ou ao redor de uma rede e na quadra do oponente.
197,"A natação é um esporte individual ou em equipe que requer o uso de braços e pernas para mover o corpo através da água. O esporte ocorre em piscinas ou águas abertas (por exemplo, em um mar ou lago). A natação competitiva é um dos esportes olímpicos mais populares."
198,"O atletismo é um conjunto de eventos esportivos que envolvem corrida, salto, arremesso e caminhada competitivos. As competições de atletismo são os tipos mais comuns de eventos esportivos, com as corridas e saltos sendo as competições mais antigas."
199,"A Fórmula 1 é a classe mais alta de corridas de automóveis de um único lugar sancionada pela Federação Internacional do Automóvel (FIA) e de propriedade da Liberty Media, uma empresa americana. O Campeonato Mundial de Pilotos da FIA tornou-se uma das principais formas de corrida do mundo desde sua temporada inaugural em 1950."
200,"A arqueologia é o estudo da atividade humana através da recuperação e análise da cultura material. O registro arqueológico consiste em artefatos, arquitetura, biofatos ou ecofatos e paisagens culturais. A arqueologia pode ser considerada tanto uma ciência social quanto um ramo das humanidades."
201,"A roda é um dispositivo circular capaz de girar em seu eixo, facilitando o movimento ou o transporte ou realizando trabalho em máquinas. Uma roda, juntamente com um eixo, supera o atrito, facilitando o movimento. A invenção da roda é considerada um marco fundamental na história da tecnologia humana."
202,"O papel é um material fino feito de fibras de celulose moídas, derivadas de madeira, trapos ou gramíneas, e seco em folhas flexíveis. É um material versátil com muitos usos, incluindo escrita, impressão, embalagem, limpeza e uma série de processos industriais e de construção."
203,"O vidro é um material não cristalino, muitas vezes transparente, amorfo, que tem amplo uso prático, tecnológico e decorativo em, por exemplo, vidraças, utensílios de mesa e óptica. O vidro é mais frequentemente formado pelo resfriamento rápido (têmpera) da forma fundida."
204,"A pólvora é o primeiro explosivo químico conhecido. Consiste em uma mistura de enxofre, carvão e nitrato de potássio (salitre). A combinação desses ingredientes, quando inflamada, queima rapidamente, produzindo um grande volume de gases quentes. Sua invenção é atribuída à China do século IX."
205,"A bússola é um instrumento de navegação que mostra direções em um quadro de referência que é estacionário em relação à superfície da Terra. O quadro de referência define as quatro direções cardeais: norte, sul, leste e oeste. A invenção da bússola magnética na China antiga foi um evento crucial na história da navegação."
206,"A tipografia é a arte e a técnica de organizar tipos para tornar a linguagem escrita legível, legível e atraente quando exibida. A organização do tipo envolve a seleção de fontes, tamanhos de ponto, comprimentos de linha, espaçamento entre linhas e entre letras, e o ajuste do espaço entre pares de letras."
207,"Alexandre, o Grande, foi um rei do antigo reino grego da Macedônia. Ele sucedeu seu pai, Filipe II, ao trono aos 20 anos. Ele passou a maior parte de seus anos de reinado em uma campanha militar sem precedentes através da Ásia e nordeste da África, e aos trinta anos ele havia criado um dos maiores impérios do mundo antigo, que se estendia da Grécia ao noroeste da Índia."
208,"Gengis Khan foi o fundador e primeiro Grande Khan do Império Mongol, que se tornou o maior império contíguo da história após sua morte. Ele chegou ao poder unindo muitas das tribos nômades do nordeste da Ásia. Após fundar o Império e ser proclamado 'Gengis Khan', ele iniciou as invasões mongóis."
209,"Martinho Lutero foi um professor de teologia, compositor, padre, monge e uma figura seminal na Reforma Protestante. Lutero passou a rejeitar vários ensinamentos e práticas da Igreja Católica Romana. Ele contestou a visão de que a liberdade dos castigos de Deus pelo pecado poderia ser comprada com dinheiro, propondo uma discussão acadêmica sobre a prática e eficácia das indulgências em suas Noventa e cinco teses de 1517."
210,Joana d'Arc é considerada uma heroína da França por seu papel durante a fase lancastriana da Guerra dos Cem Anos e foi canonizada como santa católica. Ela alegou ter visões divinas que a instruíram a apoiar Carlos VII e recuperar a França do domínio inglês no final da Guerra dos Cem Anos.
211,"A mitologia grega é o conjunto de mitos e ensinamentos que pertencem aos antigos gregos, sobre seus deuses e heróis, a natureza do mundo e as origens e o significado de seus próprios cultos e práticas rituais. Era uma parte da religião na Grécia Antiga. Os deuses mais famosos são os doze olímpicos, liderados por Zeus."
212,"A mitologia romana é o conjunto de narrativas tradicionais pertencentes à Roma Antiga sobre suas origens lendárias e sistema religioso, representados na literatura e nas artes visuais dos romanos. A mitologia romana foi fortemente influenciada pela mitologia grega."
213,"A mitologia nórdica é o corpo de mitos dos povos germânicos do norte, decorrente do paganismo nórdico e continuando após a cristianização da Escandinávia e na era moderna no folclore escandinavo. As divindades centrais incluem Odin, Thor, Loki e Freyja."
214,"A mitologia egípcia é o conjunto de mitos do antigo Egito, que descrevem as ações dos deuses e deusas egípcios como uma forma de entender o mundo. As crenças que esses mitos expressam são uma parte importante da religião egípcia antiga. Divindades importantes incluem Rá, Osíris, Ísis e Hórus."
215,"A Queda da Bastilha ocorreu em Paris, França, na manhã de 14 de julho de 1789. A fortaleza medieval, arsenal e prisão política conhecida como Bastilha representava a autoridade real no centro de Paris. O evento é considerado o ponto de partida da Revolução Francesa."
216,A Queda do Muro de Berlim em 9 de novembro de 1989 foi um evento crucial na história mundial que marcou a queda da Cortina de Ferro e o início da queda do comunismo na Europa Oriental e Central. A queda da fronteira interna alemã ocorreu pouco depois.
217,"A Revolução Industrial foi a transição para novos processos de fabricação na Europa e nos Estados Unidos, no período de cerca de 1760 a algum momento entre 1820 e 1840. Essa transição incluiu a passagem de métodos de produção manual para máquinas, novos processos de fabricação de produtos químicos e produção de ferro, e o desenvolvimento de máquinas-ferramentas."
218,"A Revolução Russa foi um período de revolução política e social que ocorreu no antigo Império Russo e começou durante a Primeira Guerra Mundial. Em 1917, a Rússia passou por duas revoluções que, juntas, encerraram séculos de domínio imperial e desencadearam a formação da União Soviética."
219,"O Império Persa, também conhecido como Império Aquemênida, foi um antigo império iraniano fundado por Ciro, o Grande, em 550 a.C. Baseado na Ásia Ocidental, o império se estendeu do vale do Indo, no leste, à Península Balcânica e ao Egito, no oeste, tornando-o o maior império da história até então."
220,"Os vikings foram povos nórdicos que, do final do século VIII ao final do século XI, invadiram, piratearam, negociaram e se estabeleceram em partes da Europa. Eles também viajaram para o Mediterrâneo, Norte da África, Oriente Médio e América do Norte. Em seus países de origem, eles eram conhecidos como nórdicos."
221,"O samurai era a nobreza militar e a casta de oficiais do Japão medieval e do início da era moderna. Eles eram guerreiros que seguiam o código de honra do bushido. Os samurais eram conhecidos por sua habilidade com a katana, uma espada japonesa, e por sua lealdade a seu senhor, ou daimyo."
222,"Um gladiador era um combatente armado que entretinha o público na República Romana e no Império Romano em confrontos violentos com outros gladiadores, animais selvagens e criminosos condenados. Alguns gladiadores eram voluntários que arriscavam suas vidas e sua posição legal e social ao aparecerem na arena."
223,"Um átomo é a menor unidade de matéria comum que forma um elemento químico. Todo sólido, líquido, gás e plasma é composto de átomos neutros ou ionizados. Os átomos são extremamente pequenos, tipicamente em torno de 100 picômetros de diâmetro. Eles são compostos por um núcleo central e um ou mais elétrons ligados a ele."
224,"Uma molécula é um grupo eletricamente neutro de dois ou mais átomos mantidos juntos por ligações químicas. As moléculas são distinguidas dos íons pela falta de carga elétrica. Na química quântica, química orgânica e bioquímica, a distinção de íons é abandonada e a molécula é frequentemente usada ao se referir a íons poliatômicos."
225,"Uma estrela é um objeto astronômico que consiste em um esferoide luminoso de plasma mantido unido por sua própria gravidade. A estrela mais próxima da Terra é o Sol. Muitas outras estrelas são visíveis a olho nu da Terra durante a noite, aparecendo como uma infinidade de pontos luminosos fixos no céu devido à sua imensa distância da Terra."
226,"Uma galáxia é um sistema gravitacionalmente ligado de estrelas, remanescentes estelares, gás interestelar, poeira e matéria escura. A palavra galáxia é derivada do grego 'galaxias', literalmente 'leitoso', uma referência à Via Láctea. As galáxias variam em tamanho, de anãs com apenas algumas centenas de milhões de estrelas a gigantes com cem trilhões de estrelas."
227,"Um cometa é um corpo gelado do Sistema Solar que, ao passar perto do Sol, aquece e começa a liberar gases, um processo chamado de ejeção. Isso produz uma atmosfera visível ou coma, e às vezes também uma cauda. Esses fenômenos são devidos aos efeitos da radiação solar e do vento solar sobre o núcleo do cometa."
228,"Os asteroides são planetas menores, especialmente do Sistema Solar interno. Historicamente, esses termos foram aplicados a qualquer objeto astronômico que orbitasse o Sol e que não se resolvesse em um disco em um telescópio, e que não fosse observado como tendo características de um cometa ativo, como uma cauda."
229,"A energia nuclear é a energia no núcleo de um átomo. Os átomos são pequenas partículas que compõem cada objeto no universo. Há uma enorme quantidade de energia na ligação que mantém os átomos juntos. Essa energia pode ser liberada quando essas ligações são quebradas, um processo conhecido como fissão nuclear."
230,Um motor de combustão interna é um motor térmico no qual a combustão de um combustível ocorre com um oxidante (geralmente ar) em uma câmara de combustão que é parte integrante do circuito de fluido de trabalho. A expansão dos gases de alta temperatura e alta pressão produzidos pela combustão aplica força direta a algum componente do motor.
231,Uma lâmpada incandescente ou lâmpada elétrica é um dispositivo elétrico que produz luz com um filamento aquecido a uma temperatura alta o suficiente para brilhar. O filamento é protegido da oxidação com um bulbo de vidro ou quartzo que é preenchido com gás inerte ou evacuado.
232,"Um telefone é um aparelho de telecomunicações que permite que dois ou mais usuários conversem quando não estão na mesma vizinhança um do outro para serem ouvidos diretamente. Um telefone converte o som, tipicamente e mais eficientemente a voz humana, em sinais eletrônicos que são transmitidos por cabos ou outros meios de transmissão para outro telefone que reproduz o som para o usuário receptor."
233,O rádio é a tecnologia de sinalização e comunicação usando ondas de rádio. As ondas de rádio são ondas eletromagnéticas de frequência entre 30 hertz (Hz) e 300 gigahertz (GHz). Elas são geradas por um dispositivo eletrônico chamado transmissor conectado a uma antena que irradia as ondas e recebidas por um receptor de rádio conectado a outra antena.
234,"A televisão é um meio de telecomunicação para transmitir imagens em movimento em monocromático (preto e branco) ou em cores, e em duas ou três dimensões e som. O termo pode se referir a um aparelho de televisão, um programa de televisão ou o meio de transmissão de televisão. A televisão é um meio de massa para entretenimento, educação, notícias, política, fofocas e publicidade."
235,"Um satélite artificial é um objeto que foi intencionalmente colocado em órbita. Esses objetos são chamados de satélites artificiais para distingui-los de satélites naturais, como a Lua da Terra. O primeiro satélite artificial do mundo, o Sputnik 1, foi lançado pela União Soviética em 1957."
236,"O confucionismo é um sistema de pensamento e comportamento originário da China antiga. Variadamente descrito como tradição, filosofia, religião, humanismo e modo de governo, o confucionismo se desenvolveu a partir dos ensinamentos do filósofo chinês Confúcio (551-479 a.C.)."
237,"O taoismo (ou daoísmo) é uma tradição filosófica e espiritual de origem chinesa que enfatiza viver em harmonia com o Tao (literalmente 'o Caminho'). O Tao é o princípio que é a fonte, o padrão e a substância de tudo o que existe."
238,"O xintoísmo é uma religião do Japão. Classificada como uma religião do leste asiático por estudiosos de religião, seus praticantes frequentemente a consideram a religião indígena do Japão. O xintoísmo se concentra na adoração de kami, ou divindades, que são acreditadas para habitar vários lugares, objetos e forças da natureza."
239,"René Descartes foi um filósofo, matemático e cientista francês. Apelidado de o 'Pai da Filosofia Moderna', grande parte da filosofia ocidental subsequente é uma resposta a seus escritos, que são estudados de perto até hoje. Sua frase 'Penso, logo existo' é uma das citações mais famosas da filosofia."
240,"John Locke foi um filósofo e médico inglês, amplamente considerado um dos mais influentes pensadores do Iluminismo e comumente conhecido como o 'Pai do Liberalismo'. Considerado um dos primeiros empiristas britânicos, ele é igualmente importante para a teoria do contrato social."
